S.No.,S.No..1,Company Name ,Local Code,Market,Sector,wiki_code
,1871,"Toho Co.,Ltd.",8142,Prime Market,Wholesale Trade,unknown
,1872,"Sanshin Electronics Co.,Ltd.",8150,Prime Market,Wholesale Trade,unknown
,1873,Toyo Corporation,8151,Prime Market,Wholesale Trade,Q11528672
,1874,"Mos Food Services,Inc.",8153,Prime Market,Wholesale Trade,unknown
,1875,"Kaga Electronics Co.,Ltd.",8154,Prime Market,Wholesale Trade,unknown
,1876,"Mimasu Semiconductor Industry Co.,Ltd.",8155,Prime Market,Metal Products,unknown
,1877,"Tsuzuki Denki Co.,Ltd.",8157,Prime Market,Information & Communication,unknown
,1878,"Soda Nikka Co.,Ltd.",8158,Prime Market,Wholesale Trade,unknown
,1879,"Tachibana Eletech Co.,Ltd.",8159,Prime Market,Wholesale Trade,unknown
,1880,"Kisoji Co.,Ltd.",8160,Prime Market,Retail Trade,unknown
,1881,"Srs Holdings Co.,Ltd.",8163,Prime Market,Retail Trade,unknown
,1882,"Retail Partners Co.,Ltd.",8167,Prime Market,Retail Trade,unknown
,1884,"Joshin Denki Co.,Ltd.",8173,Prime Market,Retail Trade,unknown
,1885,"Nippon Gas Co.,Ltd.",8174,Prime Market,Retail Trade,unknown
,1886,"Royal Holdings Co., Ltd.",8179,Prime Market,Retail Trade,Q11350142
,1887,"Inageya Co.,Ltd.",8182,Prime Market,Retail Trade,unknown
,1888,"Chiyoda Co.,Ltd.",8185,Prime Market,Retail Trade,unknown
,1889,Life Corporation,8194,Prime Market,Retail Trade,Q11346476
,1890,"Ringer Hut Co.,Ltd.",8200,Prime Market,Retail Trade,unknown
,1891,Mrmax Holdings Ltd.,8203,Prime Market,Retail Trade,unknown
,1892,Aoki Holdings Inc,8214,Prime Market,Retail Trade,unknown
,1893,"Okuwa Co.,Ltd.",8217,Prime Market,Retail Trade,unknown
,1894,"Komeri Co.,Ltd.",8218,Prime Market,Retail Trade,unknown
,1895,"Aoyama Trading Co.,Ltd.",8219,Prime Market,Retail Trade,unknown
,1896,"Shimamura Co.,Ltd.",8227,Prime Market,Retail Trade,unknown
,1897,"Takashimaya Company,Limited",8233,Prime Market,Retail Trade,unknown
,1898,"Matsuya Co.,Ltd.",8237,Prime Market,Retail Trade,unknown
,1899,H2O Retailing Corporation,8242,Prime Market,Retail Trade,unknown
,1900,"Marui Group Co.,Ltd.",8252,Prime Market,Retail Trade,unknown
,1901,"Credit Saison Co.,Ltd.",8253,Prime Market,Other Financing Business,unknown
,1902,Axial Retailing Inc,8255,Prime Market,Retail Trade,unknown
,1903,"Aeon Co.,Ltd.",8267,Prime Market,Retail Trade,unknown
,1904,"Izumi Co.,Ltd.",8273,Prime Market,Retail Trade,unknown
,1905,"Heiwado Co.,Ltd.",8276,Prime Market,Retail Trade,unknown
,1906,"Fuji Co.,Ltd.",8278,Prime Market,Retail Trade,unknown
,1907,"Yaoko Co.,Ltd",8279,Prime Market,Retail Trade,unknown
,1908,"Xebio Holdings Co.,Ltd.",8281,Prime Market,Retail Trade,unknown
,1909,K'S Holdings Corporation,8282,Prime Market,Retail Trade,unknown
,1910,Paltac Corporation,8283,Prime Market,Wholesale Trade,Q11239315
,1911,"Aozora Bank,Ltd.",8304,Prime Market,Banks,unknown
,1912,"Mitsubishi Ufj Financial Group,Inc",8306,Prime Market,Banks,unknown
,1913,"Resona Holdings, Inc",8308,Prime Market,Banks,unknown
,1914,"Sumitomo Mitsui Trust Holdings,Inc",8309,Prime Market,Banks,unknown
,1915,"Sumitomo Mitsui Financial Group,Inc",8316,Prime Market,Banks,unknown
,1916,"The Chiba Bank,Ltd.",8331,Prime Market,Banks,unknown
,1917,"The Gunma Bank,Ltd.",8334,Prime Market,Banks,unknown
,1918,"The Musashino Bank,Ltd.",8336,Prime Market,Banks,unknown
,1919,"The Chiba Kogyo Bank,Ltd.",8337,Prime Market,Banks,unknown
,1920,"Tsukuba Bank,Ltd.",8338,Prime Market,Banks,unknown
,1921,"The 77 Bank,Ltd.",8341,Prime Market,Banks,unknown
,1922,"The Akita Bank,Ltd.",8343,Prime Market,Banks,unknown
,1923,"The Yamagata Bank,Ltd.",8344,Prime Market,Banks,unknown
,1924,"The Bank Of Iwate,Ltd.",8345,Prime Market,Banks,unknown
,1925,"The Toho Bank,Ltd.",8346,Prime Market,Banks,unknown
,1926,"Fukuoka Financial Group,Inc",8354,Prime Market,Banks,unknown
,1927,Suruga Bank Ltd.,8358,Prime Market,Banks,unknown
,1928,"The Hachijuni Bank,Ltd.",8359,Prime Market,Banks,unknown
,1929,"The Yamanashi Chuo Bank,Ltd.",8360,Prime Market,Banks,unknown
,1930,"The Ogaki Kyoritsu Bank,Ltd.",8361,Prime Market,Banks,unknown
,1931,"The Fukui Bank,Ltd.",8362,Prime Market,Banks,unknown
,1932,"The Shimizu Bank,Ltd.",8364,Prime Market,Banks,unknown
,1933,"The Shiga Bank,Ltd.",8366,Prime Market,Banks,unknown
,1934,"The Nanto Bank,Ltd.",8367,Prime Market,Banks,unknown
,1935,"The Hyakugo Bank,Ltd.",8368,Prime Market,Banks,unknown
,1937,"Hokuhoku Financial Group, Inc",8377,Prime Market,Banks,unknown
,1938,"The San-In Godo Bank,Ltd.",8381,Prime Market,Banks,unknown
,1939,"The Hyakujushi Bank,Ltd.",8386,Prime Market,Banks,unknown
,1940,The Shikoku Bank Ltd.,8387,Prime Market,Banks,unknown
,1941,"The Awa Bank,Ltd.",8388,Prime Market,Banks,unknown
,1942,"The Oita Bank,Ltd.",8392,Prime Market,Banks,unknown
,1943,"The Miyazaki Bank,Ltd.",8393,Prime Market,Banks,unknown
,1944,The Bank Of Saga Ltd.,8395,Prime Market,Banks,unknown
,1945,"Bank Of The Ryukyus,Limited",8399,Prime Market,Banks,unknown
,1946,"Seven Bank,Ltd.",8410,Prime Market,Banks,unknown
,1947,"Mizuho Financial Group,Inc",8411,Prime Market,Banks,unknown
,1948,"Yamaguchi Financial Group,Inc",8418,Prime Market,Banks,unknown
,1949,"Fuyo General Lease Co.,Ltd.",8424,Prime Market,Other Financing Business,unknown
,1950,"Mizuho Leasing Company,Limited",8425,Prime Market,Other Financing Business,unknown
,1951,Tokyo Century Corporation,8439,Prime Market,Other Financing Business,Q11524212
,1952,"Sbi Holdings,Inc",8473,Prime Market,Securities and Commodities Futures,unknown
,1953,"Japan Securities Finance Co.,Ltd.",8511,Prime Market,Other Financing Business,unknown
,1954,Aiful Corporation,8515,Prime Market,Other Financing Business,unknown
,1955,"The Bank Of Nagoya,Ltd.",8522,Prime Market,Banks,unknown
,1956,"North Pacific Bank,Ltd.",8524,Prime Market,Banks,unknown
,1957,"The Ehime Bank,Ltd.",8541,Prime Market,Banks,unknown
,1958,"The Keiyo Bank,Ltd.",8544,Prime Market,Banks,unknown
,1959,"The Tochigi Bank,Ltd.",8550,Prime Market,Banks,unknown
,1960,"The Kita-Nippon Bank,Ltd.",8551,Prime Market,Banks,unknown
,1961,"The Towa Bank,Ltd.",8558,Prime Market,Banks,unknown
,1962,"Ricoh Leasing Company,Ltd.",8566,Prime Market,Other Financing Business,unknown
,1963,"Aeon Financial Service Co.,Ltd.",8570,Prime Market,Other Financing Business,unknown
,1964,"Jaccs Co.,Ltd.",8584,Prime Market,Other Financing Business,unknown
,1965,Orient Corporation,8585,Prime Market,Other Financing Business,Q11292572
,1966,Orix Corporation,8591,Prime Market,Other Financing Business,Q906055
,1967,Mitsubishi Hc Capital Inc,8593,Prime Market,Other Financing Business,unknown
,1968,"Jafco Group Co.,Ltd.",8595,Prime Market,Securities and Commodities Futures,unknown
,1969,"Tomony Holdings,Inc",8600,Prime Market,Banks,unknown
,1970,Daiwa Securities Group Inc,8601,Prime Market,Securities and Commodities Futures,unknown
,1971,"Nomura Holdings, Inc",8604,Prime Market,Securities and Commodities Futures,unknown
,1972,Okasan Securities Group Inc.,8609,Prime Market,Securities and Commodities Futures,unknown
,1973,"Marusan Securities Co.,Ltd.",8613,Prime Market,Securities and Commodities Futures,unknown
,1974,"Toyo Securities Co.,Ltd.",8614,Prime Market,Securities and Commodities Futures,unknown
,1975,"Tokai Tokyo Financial Holdings,Inc",8616,Prime Market,Securities and Commodities Futures,unknown
,1976,"Mito Securities Co.,Ltd.",8622,Prime Market,Securities and Commodities Futures,unknown
,1977,"Ichiyoshi Securities Co.,Ltd.",8624,Prime Market,Securities and Commodities Futures,unknown
,1978,"Matsui Securities Co.,Ltd.",8628,Prime Market,Securities and Commodities Futures,unknown
,1979,"Sompo Holdings,Inc",8630,Prime Market,Insurance,unknown
,1980,"Japan Exchange Group,Inc",8697,Prime Market,Other Financing Business,unknown
,1981,"Monex Group,Inc",8698,Prime Market,Securities and Commodities Futures,unknown
,1982,"Kyokuto Securities Co.,Ltd.",8706,Prime Market,Securities and Commodities Futures,unknown
,1983,"Iwaicosmo Holdings,Inc",8707,Prime Market,Securities and Commodities Futures,unknown
,1984,"Aizawa Securities Group Co.,Ltd.",8708,Prime Market,Securities and Commodities Futures,unknown
,1985,Fidea Holdings Co.Ltd.,8713,Prime Market,Banks,unknown
,1986,"Senshu Ikeda Holdings,Inc",8714,Prime Market,Banks,unknown
,1987,"Anicom Holdings,Inc",8715,Prime Market,Insurance,unknown
,1988,"Ms&Ad Insurance Group Holdings,Inc",8725,Prime Market,Insurance,unknown
,1989,"Sparx Group Co.,Ltd.",8739,Prime Market,Securities and Commodities Futures,unknown
,1990,"Dai-Ichi Life Holdings,Inc",8750,Prime Market,Insurance,unknown
,1991,"Tokio Marine Holdings,Inc",8766,Prime Market,Insurance,unknown
,1992,"Eguarantee,Inc",8771,Prime Market,Other Financing Business,unknown
,1993,Nec Capital Solutions Limited,8793,Prime Market,Other Financing Business,unknown
,1994,"T&D Holdings, Inc",8795,Prime Market,Insurance,unknown
,1995,"Advance Create Co.,Ltd.",8798,Prime Market,Insurance,unknown
,1996,"Mitsui Fudosan Co.,Ltd.",8801,Prime Market,Real Estate,unknown
,1997,"Mitsubishi Estate Company,Limited",8802,Prime Market,Real Estate,unknown
,1998,"Heiwa Real Estate Co.,Ltd.",8803,Prime Market,Real Estate,unknown
,1999,"Tokyo Tatemono Co.,Ltd.",8804,Prime Market,Real Estate,unknown
,2000,"Keihanshin Building Co.,Ltd.",8818,Prime Market,Real Estate,unknown
,2001,"Sumitomo Realty & Development Co.,Ltd.",8830,Prime Market,Real Estate,unknown
,2003,Leopalace21 Corporation,8848,Prime Market,Real Estate,unknown
,2004,Starts Corporation Inc.,8850,Prime Market,Real Estate,unknown
,2005,Fuji Corporation Limited,8860,Prime Market,Real Estate,Q11333311
,2006,"Airport Facilities Co.,Ltd.",8864,Prime Market,Real Estate,unknown
,2007,"Relo Group,Inc",8876,Prime Market,Services,unknown
,2008,Eslead Corporation,8877,Prime Market,Real Estate,unknown
,2009,"Nisshin Group Holdings Company,Limited",8881,Prime Market,Real Estate,unknown
,2010,Es-Con Japan Ltd.,8892,Prime Market,Real Estate,unknown
,2011,"Mirarth Holdings,Inc",8897,Prime Market,Real Estate,unknown
,2012,"Aeon Mall Co.,Ltd.",8905,Prime Market,Real Estate,unknown
,2013,"Katitas Co.,Ltd",8919,Prime Market,Real Estate,unknown
,2014,Tosei Corporation,8923,Prime Market,Real Estate,unknown
,2015,"Sun Frontier Fudousan Co.,Ltd.",8934,Prime Market,Real Estate,unknown
,2016,"Fj Next Holdings Co.,Ltd.",8935,Prime Market,Real Estate,unknown
,2017,Grandy House Corporation,8999,Prime Market,Real Estate,unknown
,2018,"Tobu Railway Co.,Ltd.",9001,Prime Market,Land Transportation,unknown
,2019,"Sotetsu Holdings,Inc",9003,Prime Market,Land Transportation,unknown
,2020,Tokyu Corporation,9005,Prime Market,Land Transportation,Q1332242
,2021,Keikyu Corporation,9006,Prime Market,Land Transportation,Q1322206
,2022,"Odakyu Electric Railway Co.,Ltd.",9007,Prime Market,Land Transportation,unknown
,2023,Keio Corporation,9008,Prime Market,Land Transportation,Q1332506
,2024,"Keisei Electric Railway Co.,Ltd.",9009,Prime Market,Land Transportation,unknown
,2025,"Fuji Kyuko Co.,Ltd.",9010,Prime Market,Land Transportation,unknown
,2026,East Japan Railway Company,9020,Prime Market,Land Transportation,Q499071
,2027,West Japan Railway Company,9021,Prime Market,Land Transportation,Q502125
,2028,Central Japan Railway Company,9022,Prime Market,Land Transportation,Q513679
,2031,"Nishi-Nippon Railroad Co.,Ltd.",9031,Prime Market,Land Transportation,unknown
,2032,"Hamakyorex Co.,Ltd.",9037,Prime Market,Land Transportation,unknown
,2033,"Sakai Moving Service Co.,Ltd.",9039,Prime Market,Land Transportation,unknown
,2034,"Kintetsu Group Holdings Co.,Ltd.",9041,Prime Market,Land Transportation,unknown
,2035,"Hankyu Hanshin Holdings,Inc",9042,Prime Market,Land Transportation,unknown
,2036,"Nankai Electric Railway Co.,Ltd.",9044,Prime Market,Land Transportation,unknown
,2037,"Keihan Holdings Co.,Ltd.",9045,Prime Market,Land Transportation,unknown
,2038,"Kobe Electric Railway Co.,Ltd.",9046,Prime Market,Land Transportation,Q836658
,2039,"Nagoya Railroad Co., Ltd.",9048,Prime Market,Land Transportation,unknown
,2040,"Sanyo Electric Railway Co.,Ltd.",9052,Prime Market,Land Transportation,unknown
,2041,"Alps Logistics Co.,Ltd.",9055,Prime Market,Land Transportation,unknown
,2042,"Trancom Co.,Ltd.",9058,Prime Market,Warehousing and Harbor Transportation Service,unknown
,2043,"Yamato Holdings Co.,Ltd.",9064,Prime Market,Land Transportation,unknown
,2044,Sankyu Inc.,9065,Prime Market,Land Transportation,unknown
,2045,Nissin Corporation,9066,Prime Market,Warehousing and Harbor Transportation Service,Q11505353
,2046,"Maruzen Showa Unyu Co.,Ltd.",9068,Prime Market,Land Transportation,unknown
,2047,"Senko Group Holdings Co.,Ltd.",9069,Prime Market,Land Transportation,unknown
,2048,"Tonami Holdings Co.,Ltd.",9070,Prime Market,Land Transportation,unknown
,2049,"Nikkon Holdings Co.,Ltd.",9072,Prime Market,Land Transportation,unknown
,2050,"Fukuyama Transporting Co.,Ltd.",9075,Prime Market,Land Transportation,unknown
,2051,"Seino Holdings Co.,Ltd.",9076,Prime Market,Land Transportation,unknown
,2052,"Kanagawa Chuo Kotsu Co.,Ltd.",9081,Prime Market,Land Transportation,unknown
,2053,Az-Com Maruwa Holdings Inc,9090,Prime Market,Land Transportation,unknown
,2055,Nippon Yusen Kabushiki Kaisha,9101,Prime Market,Marine Transportation,Q1478918
,2056,"Mitsui O.S.K.Lines,Ltd.",9104,Prime Market,Marine Transportation,unknown
,2057,"Kawasaki Kisen Kaisha,Ltd.",9107,Prime Market,Marine Transportation,unknown
,2058,"Ns United Kaiun Kaisha,Ltd.",9110,Prime Market,Marine Transportation,unknown
,2059,"Iino Kaiun Kaisha,Ltd.",9119,Prime Market,Marine Transportation,unknown
,2064,"Japan Airlines Co.,Ltd.",9201,Prime Market,Air Transportation,unknown
,2065,Ana Holdings Inc.,9202,Prime Market,Air Transportation,unknown
,2070,"Genky Drugstores Co.,Ltd.",9267,Prime Market,Retail Trade,unknown
,2075,Mitsubishi Logistics Corporation,9301,Prime Market,Warehousing and Harbor Transportation Service,unknown
,2076,"Mitsui-Soko Holdings Co.,Ltd.",9302,Prime Market,Warehousing and Harbor Transportation Service,unknown
,2077,"The Sumitomo Warehouse Co.,Ltd.",9303,Prime Market,Warehousing and Harbor Transportation Service,unknown
,2078,"The Shibusawa Warehouse Co.,Ltd.",9304,Prime Market,Warehousing and Harbor Transportation Service,unknown
,2079,Yamatane Corporation,9305,Prime Market,Wholesale Trade,Q11345149
,2080,Japan Transcity Corporation,9310,Prime Market,Warehousing and Harbor Transportation Service,Q11506702
,2081,"Chuo Warehouse Co.,Ltd.",9319,Prime Market,Warehousing and Harbor Transportation Service,unknown
,2082,Yasuda Logistics Corporation,9324,Prime Market,Warehousing and Harbor Transportation Service,unknown
,2085,"Nippon Kanzai Holdings Co.,Ltd.",9347,Prime Market,Services,unknown
,2086,"Kamigumi Co.,Ltd.",9364,Prime Market,Warehousing and Harbor Transportation Service,unknown
,2087,Ait Corporation,9381,Prime Market,Warehousing and Harbor Transportation Service,unknown
,2088,Naigai Trans Line Ltd.,9384,Prime Market,Warehousing and Harbor Transportation Service,unknown
,2089,Nippon Concept Corporation,9386,Prime Market,Warehousing and Harbor Transportation Service,unknown
,2090,"Tbs Holdings,Inc.",9401,Prime Market,Information & Communication,unknown
,2091,"Nippon Television Holdings,Inc",9404,Prime Market,Information & Communication,unknown
,2092,Asahi Broadcasting Group Holdings Corporation,9405,Prime Market,Information & Communication,unknown
,2093,Tv Asahi Holdings Corporation,9409,Prime Market,Information & Communication,unknown
,2094,Sky Perfect Jsat Holdings Inc,9412,Prime Market,Information & Communication,unknown
,2095,Tv Tokyo Holdings Corporation,9413,Prime Market,Information & Communication,unknown
,2098,Japan Communications Inc,9424,Prime Market,Information & Communication,unknown
,2099,Nippon Telegraph And Telephone Corporation,9432,Prime Market,Information & Communication,unknown
,2100,Kddi Corporation,9433,Prime Market,Information & Communication,unknown
,2103,"Hikari Tsushin,Inc.",9435,Prime Market,Information & Communication,unknown
,2104,Mti Ltd.,9438,Prime Market,Information & Communication,unknown
,2105,"Gmo Internet Group,Inc",9449,Prime Market,Information & Communication,unknown
,2108,"Gakken Holdings Co.,Ltd.",9470,Prime Market,Information & Communication,unknown
,2109,"Zenrin Co.,Ltd.",9474,Prime Market,Information & Communication,unknown
,2110,"Tokyo Electric Power Company Holdings,Incorporated",9501,Prime Market,Electric Power and Gas,unknown
,2111,"Chubu Electric Power Company,Incorporated",9502,Prime Market,Electric Power and Gas,unknown
,2112,"The Kansai Electric Power Company,Incorporated",9503,Prime Market,Electric Power and Gas,unknown
,2113,"The Chugoku Electric Power Company,Incorporated",9504,Prime Market,Electric Power and Gas,unknown
,2114,Hokuriku Electric Power Company,9505,Prime Market,Electric Power and Gas,Q742461
,2115,"Tohoku Electric Power Company,Incorporated",9506,Prime Market,Electric Power and Gas,unknown
,2116,"Shikoku Electric Power Company,Incorporated",9507,Prime Market,Electric Power and Gas,unknown
,2117,"Kyushu Electric Power Company,Incorporated",9508,Prime Market,Electric Power and Gas,unknown
,2118,"Hokkaido Electric Power Company,Incorporated",9509,Prime Market,Electric Power and Gas,unknown
,2119,"The Okinawa Electric Power Company,Incorporated",9511,Prime Market,Electric Power and Gas,unknown
,2120,"Electric Power Development Co.,Ltd.",9513,Prime Market,Electric Power and Gas,Q3805077
,2123,"Tokyo Gas Co.,Ltd.",9531,Prime Market,Electric Power and Gas,unknown
,2124,"Osaka Gas Co.,Ltd.",9532,Prime Market,Electric Power and Gas,unknown
,2125,"Toho Gas Co.,Ltd.",9533,Prime Market,Electric Power and Gas,unknown
,2126,"Hokkaido Gas Co.,Ltd.",9534,Prime Market,Electric Power and Gas,unknown
,2127,"Hiroshima Gas Co.,Ltd.",9535,Prime Market,Electric Power and Gas,unknown
,2128,"Saibu Gas Holdings Co.,Ltd.",9536,Prime Market,Electric Power and Gas,unknown
,2129,"Shizuoka Gas Co.,Ltd.",9543,Prime Market,Electric Power and Gas,unknown
,2132,I-Net Corp.,9600,Prime Market,Information & Communication,unknown
,2133,"Shochiku Co.,Ltd.",9601,Prime Market,Information & Communication,unknown
,2134,"Toho Co.,Ltd",9602,Prime Market,Information & Communication,unknown
,2135,"H.I.S.Co.,Ltd.",9603,Prime Market,Services,unknown
,2136,"Toei Company,Ltd.",9605,Prime Market,Information & Communication,unknown
,2137,"Luckland Co.,Ltd.",9612,Prime Market,Services,unknown
,2138,Ntt Data Group Corporation,9613,Prime Market,Information & Communication,unknown
,2139,"Kyoritsu Maintenance Co.,Ltd.",9616,Prime Market,Services,unknown
,2140,"Ichinen Holdings Co.,Ltd.",9619,Prime Market,Services,unknown
,2141,"Cti Engineering Co.,Ltd.",9621,Prime Market,Services,unknown
,2142,"Space Co.,Ltd.",9622,Prime Market,Services,unknown
,2143,Ain Holdings Inc.,9627,Prime Market,Retail Trade,unknown
,2144,"San Holdings,Inc.",9628,Prime Market,Services,unknown
,2145,Pca Corporation,9629,Prime Market,Information & Communication,unknown
,2146,"Tanabe Consulting Group Co.,Ltd.",9644,Prime Market,Services,unknown
,2147,Business Brain Showa・Ota Inc.,9658,Prime Market,Information & Communication,unknown
,2148,"Nagawa Co.,Ltd",9663,Prime Market,Services,unknown
,2149,"Tokyotokeiba Co.,Ltd.",9672,Prime Market,Services,unknown
,2150,"Kanamoto Co.,Ltd.",9678,Prime Market,Services,unknown
,2151,Dts Corporation,9682,Prime Market,Information & Communication,unknown
,2152,"Square Enix Holdings Co.,Ltd.",9684,Prime Market,Information & Communication,unknown
,2153,Computer Engineering & Consulting Ltd.,9692,Prime Market,Information & Communication,unknown
,2154,"Capcom Co.,Ltd.",9697,Prime Market,Information & Communication,unknown
,2155,"Nishio Holdings Co.,Ltd.",9699,Prime Market,Services,unknown
,2156,Isb Corporation,9702,Prime Market,Information & Communication,unknown
,2157,"Japan Airport Terminal Co.,Ltd.",9706,Prime Market,Real Estate,unknown
,2158,Transcosmos Inc.,9715,Prime Market,Services,unknown
,2159,"Nomura Co.,Ltd.",9716,Prime Market,Services,unknown
,2160,"Jastec Co.,Ltd.",9717,Prime Market,Information & Communication,unknown
,2161,Scsk Corporation,9719,Prime Market,Information & Communication,unknown
,2162,Fujita Kanko Inc.,9722,Prime Market,Services,unknown
,2163,Tokai Corp.,9729,Prime Market,Services,unknown
,2164,"Secom Co.,Ltd.",9735,Prime Market,Services,unknown
,2165,Nsw Inc,9739,Prime Market,Information & Communication,unknown
,2166,"Central Security Patrols Co.,Ltd.",9740,Prime Market,Services,unknown
,2167,Ines Corporation,9742,Prime Market,Information & Communication,unknown
,2168,"Tanseisha Co.,Ltd.",9743,Prime Market,Services,unknown
,2169,Meitec Group Holdings Inc,9744,Prime Market,Services,unknown
,2170,Tkc Corporation,9746,Prime Market,Information & Communication,unknown
,2171,Fuji Soft Incorporated,9749,Prime Market,Information & Communication,unknown
,2172,Oyo Corporation,9755,Prime Market,Services,Q11491277
,2173,Funai Soken Holdings Incorporated,9757,Prime Market,Services,unknown
,2174,"Nsd Co.,Ltd.",9759,Prime Market,Information & Communication,unknown
,2175,"Ohba Co.,Ltd.",9765,Prime Market,Services,unknown
,2176,Konami Group Corporation,9766,Prime Market,Information & Communication,unknown
,2177,"Gakkyusha Co.,Ltd.",9769,Prime Market,Services,unknown
,2179,"Aeon Delight Co.,Ltd.",9787,Prime Market,Services,unknown
,2180,"Nac Co.,Ltd.",9788,Prime Market,Services,unknown
,2181,"Fukui Computer Holdings,Inc",9790,Prime Market,Information & Communication,unknown
,2182,"Daiseki Co.,Ltd.",9793,Prime Market,Services,unknown
,2183,"Step Co.,Ltd.",9795,Prime Market,Services,unknown
,2184,"Senshu Electric Co.,Ltd.",9824,Prime Market,Wholesale Trade,unknown
,2185,Trusco Nakayama Corporation,9830,Prime Market,Wholesale Trade,unknown
,2186,"Yamada Holdings Co.,Ltd.",9831,Prime Market,Retail Trade,unknown
,2187,"Autobacs Seven Co.,Ltd.",9832,Prime Market,Wholesale Trade,unknown
,2188,"Morito Co.,Ltd.",9837,Prime Market,Wholesale Trade,unknown
,2189,Arclands Corporation,9842,Prime Market,Retail Trade,unknown
,2190,"Nitori Holdings Co.,Ltd.",9843,Prime Market,Retail Trade,unknown
,2191,"Gourmet Kineya Co.,Ltd.",9850,Prime Market,Retail Trade,unknown
,2192,"Yoshinoya Holdings Co.,Ltd.",9861,Prime Market,Retail Trade,unknown
,2193,"Kato Sangyo Co.,Ltd.",9869,Prime Market,Wholesale Trade,unknown
,2194,Innotech Corporation,9880,Prime Market,Electric Appliances,unknown
,2195,Yellow Hat Ltd.,9882,Prime Market,Wholesale Trade,unknown
,2196,"Matsuya Foods Holdings Co.,Ltd.",9887,Prime Market,Retail Trade,unknown
,2197,Jbcc Holdings Inc,9889,Prime Market,Information & Communication,unknown
,2198,Sagami Holdings Corporation,9900,Prime Market,Retail Trade,unknown
,2199,Nichiden Corporation,9902,Prime Market,Wholesale Trade,Q11504841
,2200,"Miroku Jyoho Service Co.,Ltd.",9928,Prime Market,Information & Communication,unknown
,2201,"Sugimoto & Co.,Ltd.",9932,Prime Market,Wholesale Trade,unknown
,2202,"Inaba Denkisangyo Co.,Ltd.",9934,Prime Market,Wholesale Trade,unknown
,2203,Ohsho Food Service Corp.,9936,Prime Market,Retail Trade,unknown
,2204,"Ministop Co.,Ltd.",9946,Prime Market,Retail Trade,unknown
,2205,"Arcs Company,Limited",9948,Prime Market,Retail Trade,unknown
,2206,"Valor Holdings Co.,Ltd.",9956,Prime Market,Retail Trade,unknown
,2207,Totech Corporation,9960,Prime Market,Wholesale Trade,unknown
,2208,Misumi Group Inc,9962,Prime Market,Wholesale Trade,unknown
,2209,"Belc Co.,Ltd.",9974,Prime Market,Retail Trade,unknown
,2210,"Fast Retailing Co.,Ltd.",9983,Prime Market,Retail Trade,unknown
,2211,Softbank Group Corp.,9984,Prime Market,Information & Communication,unknown
,2212,"Suzuken Co.,Ltd.",9987,Prime Market,Wholesale Trade,unknown
,2213,"Sundrug Co.,Ltd.",9989,Prime Market,Retail Trade,unknown
,2214,Sac'S Bar Holdings Inc.,9990,Prime Market,Retail Trade,unknown
,2215,Gecoss Corporation,9991,Prime Market,Wholesale Trade,unknown
,2217,"Belluna Co.,Ltd.",9997,Prime Market,Retail Trade,unknown
